sueldo_id,empleado_id,periodo,monto,moneda,tipo
S001142,E1040,2023/09/01,5120.91,USD,normal
S001143,E1040,2023/10/01,4960.95,USD,normal
S001144,E1040,2023-11-01,5249.48,USD,normal
S001145,E1040,2023-12-01,5125.71,USD,normal
S001146,E1040,01/01/2024,5452.72,USD,normal
S001147,E1040,01/02/2024,5599.58,USD,normal
S001148,E1040,2024/03/01,5467.81,USD,normal
S001149,E1040,2024-04-01,5712.83,USD,normal
S001150,E1040,May 2024,5632.21,USD,normal
S001151,E1040,Jun 2024,5352.42,USD,normal
S001152,E1040,01/07/2024,5557.85,USD,ajuste
S001153,E1040,2024/08/01,5747.05,USD,normal
S001154,E1040,2024-09-01,5382.3,USD,normal
S001155,E1040,Oct 2024,5815.42,USD,normal
S001156,E1040,Nov 2024,5436.88,USD,normal
S001157,E1040,01/12/2024,5294.05,USD,normal
S001158,E1040,2025/01/01,5909.75,USD,normal
S001159,E1040,01/02/2025,6230.35,USD,normal
S001160,E1040,Mar 2025,5786.09,USD,normal
S001161,E1040,Apr 2025,5898.35,USD,normal
S001162,E1040,May 2025,5886.02,USD,normal
S001163,E1040,2025-06-01,5888.7,USD,normal
S001164,E1040,01/07/2025,6285.94,USD,normal
S001165,E1040,Aug 2025,6349.63,USD,normal
S001166,E1040,2025/09/01,5884.33,USD,normal
S001167,E1040,01/10/2025,6342.35,USD,normal
S001168,E1040,01/11/2025,6144.85,USD,normal
S001169,E1040,Dec 2025,6299.93,USD,normal
S001170,E1041,2023/01/01,2676.08,USD,normal
S001171,E1041,2023-02-01,2622.07,USD,normal
S001172,E1041,Mar 2023,2644.68,USD,normal
S001173,E1041,2023/04/01,2547.35,USD,normal
S001174,E1041,2023-05-01,2554.33,USD,normal
S001175,E1041,01/06/2023,2511.36,USD,normal
S001176,E1041,Jul 2023,2692.24,USD,normal
S001177,E1041,Aug 2023,2527.01,USD,normal
S001178,E1041,2023/09/01,2537.67,USD,normal
S001179,E1041,2023/10/01,2532.68,USD,normal
S001180,E1041,2023-11-01,2470.47,USD,normal
S001181,E1041,Dec 2023,2471.06,USD,normal
S001182,E1041,01/01/2024,2637.28,USD,normal
S001183,E1041,Feb 2024,2791.75,USD,normal
S001184,E1041,Mar 2024,A confirmar,USD,normal
S001185,E1041,2024/04/01,2806.39,USD,normal
S001186,E1041,01/05/2024,2586.05,USD,normal
S001187,E1041,01/06/2024,2639.88,USD,normal
S001188,E1041,2024/07/01,2779.25,USD,normal
S001189,E1041,2024/08/01,2699.4,USD,normal
S001190,E1041,01/09/2024,2684.69,USD,normal
S001191,E1041,Oct 2024,2761.95,USD,normal
S001192,E1041,Nov 2024,2692.49,USD,normal
S001193,E1041,01/12/2024,2833.53,USD,normal
S001194,E1041,2025/01/01,3199.07,USD,normal
S001195,E1041,01/02/2025,3082.56,USD,normal
S001196,E1041,01/03/2025,2003.91,USD,bonus
S001197,E1041,2025/04/01,3130.03,USD,normal
S001198,E1041,01/05/2025,3036.91,USD,normal
S001199,E1041,2025-06-01,2936.02,USD,normal
S001200,E1041,2025-07-01,2966.61,USD,normal
S001201,E1041,01/08/2025,3037.86,USD,normal
S001202,E1041,2025/09/01,3136.38,USD,normal
S001203,E1041,2025/10/01,$2980.72,USD,normal
S001204,E1041,2025/11/01,2938.02,USD,normal
S001205,E1041,2025/12/01,3093.23,USD,normal
S001206,E1043,2023/01/01,3736.54,USD,normal
S001207,E1043,2023-02-01,3437.79,USD,ajuste
S001208,E1043,01/03/2023,3469.49,USD,normal
S001209,E1043,2023/04/01,3659.62,USD,normal
S001210,E1043,2023-05-01,3552.71,USD,normal
S001211,E1043,2023/06/01,3650.94,USD,normal
S001212,E1043,2023/07/01,3497.3,USD,normal
S001213,E1043,2023-08-01,3471.55,USD,normal
S001214,E1043,01/09/2023,3676.48,USD,normal
S001215,E1043,Oct 2023,3465.42,USD,normal
S001216,E1043,2023/11/01,3601.4,USD,normal
S001217,E1043,2023-12-01,3640.43,USD,normal
S001218,E1043,01/01/2024,3873.7,USD,normal
S001219,E1043,2024/02/01,3616.88,USD,normal
S001220,E1043,2024-03-01,3838.83,USD,normal
S001221,E1043,01/04/2024,3895.58,USD,normal
S001222,E1043,May 2024,3889.99,USD,normal
S001223,E1043,2024/06/01,3786.7,USD,normal
S001224,E1043,2024/07/01,3647.9,USD,normal
S001225,E1043,Aug 2024,3665.42,USD,normal
S001226,E1043,Sep 2024,3664.84,USD,normal
S001227,E1043,01/10/2024,3851.12,USD,ajuste
S001228,E1043,2024/11/01,3820.32,USD,normal
S001229,E1043,Dec 2024,3707.64,USD,normal
S001230,E1043,2025/01/01,4129.62,USD,normal
S001231,E1043,2025-02-01,4000.87,USD,normal
S001232,E1043,2025/03/01,3890.36,USD,normal
S001233,E1043,Apr 2025,3916.41,USD,normal
S001234,E1043,2025/05/01,3862.29,USD,normal
S001235,E1043,2025-06-01,4023.13,USD,normal
S001236,E1043,2025-07-01,3882.27,USD,normal
S001237,E1043,2025-08-01,3849.5,USD,normal
S001238,E1043,01/09/2025,4040.48,USD,normal
S001239,E1043,2025-10-01,3943.32,USD,normal
S001240,E1043,01/11/2025,3950.34,USD,bonus
S001241,E1043,01/12/2025,4083.27,USD,normal
S001242,E1044,01/01/2023,3667.01,USD,normal
S001243,E1044,01/02/2023,3614.9,USD,normal
S001244,E1044,2023/03/01,3757.01,USD,normal
S001245,E1044,2023/04/01,3626.73,USD,normal
S001246,E1044,2023/05/01,3415.22,USD,normal
S001247,E1044,01/06/2023,3515.82,USD,normal
S001248,E1044,Jul 2023,3517.83,USD,normal
S001249,E1044,2023/08/01,3457.13,USD,normal
S001250,E1044,Sep 2023,3717.23,USD,normal
S001251,E1044,2023/10/01,2463.07,USD,bonus
S001252,E1044,2023-11-01,3725.6,USD,normal
S001253,E1044,Dec 2023,3564.63,USD,normal
S001254,E1044,Jan 2024,4075.54,USD,normal
S001255,E1044,01/02/2024,4116.02,USD,normal
S001256,E1044,2024-03-01,4104.32,USD,normal
S001257,E1044,01/04/2024,4003.35,USD,normal
S001258,E1044,2024-05-01,2035.43,USD,bonus
S001259,E1044,2024-06-01,4055.9,USD,normal
S001260,E1044,Jul 2024,4153.86,USD,normal
S001261,E1044,Aug 2024,4176.74,USD,normal
S001262,E1044,2024-09-01,4169.81,USD,normal
S001263,E1044,01/10/2024,3877.58,USD,normal
S001264,E1044,2024/11/01,A confirmar,USD,normal
S001265,E1044,2024/12/01,4100.2,USD,normal
S001266,E1044,01/01/2025,4462.21,USD,normal
S001267,E1044,01/02/2025,4402.32,USD,normal
S001268,E1044,Mar 2025,4486.31,USD,normal
S001269,E1044,2025-04-01,4553.57,USD,normal
S001270,E1044,May 2025,4319.51,USD,normal
S001271,E1044,2025-06-01,A confirmar,USD,normal
S001272,E1044,2025-07-01,4572.04,USD,normal
S001273,E1044,Aug 2025,4418.01,USD,normal
S001274,E1044,Sep 2025,4342.13,USD,normal
S001275,E1044,Oct 2025,4259.1,USD,normal
S001276,E1044,Nov 2025,$4310.02,USD,normal
S001277,E1044,01/12/2025,4330.04,USD,normal
S001278,E1045,2024/07/01,1267.66,USD,bonus
S001279,E1045,01/08/2024,A confirmar,USD,normal
S001280,E1045,Sep 2024,A confirmar,USD,normal
S001281,E1045,Oct 2024,1938.39,USD,normal
S001282,E1045,2024-11-01,2079.2,USD,normal
S001283,E1045,2024-12-01,1683.74,USD,bonus
S001284,E1045,2025-01-01,2165.57,USD,normal
S001285,E1045,2025/02/01,2198.63,USD,normal
S001286,E1045,01/03/2025,2196.38,USD,normal
S001287,E1045,2025-04-01,1194.59,USD,bonus
S001288,E1045,01/05/2025,2218.79,USD,normal
S001289,E1045,2025/06/01,1799.74,USD,bonus
S001290,E1045,2025-07-01,2254.55,USD,normal
S001291,E1045,2025/08/01,2212.24,USD,normal
S001292,E1045,Sep 2025,1332.8,USD,bonus
S001293,E1045,01/10/2025,2213.23,USD,normal
S001294,E1045,2025/11/01,$2237.59,USD,normal
S001295,E1045,2025/12/01,2168.93,USD,normal
S001296,E1046,01/02/2024,$2623.09,USD,normal
S001297,E1046,Mar 2024,2500.64,USD,normal
S001298,E1046,01/04/2024,2573.38,USD,normal
S001299,E1046,May 2024,2428.91,USD,normal
S001300,E1046,2024/06/01,2674.11,USD,normal
S001301,E1046,2024-07-01,2666.38,USD,normal
S001302,E1046,01/08/2024,2473.81,USD,normal
S001303,E1046,2024/09/01,2465.77,USD,normal
S001304,E1046,01/10/2024,2652.59,USD,normal
S001305,E1046,Nov 2024,2592.86,USD,normal
S001306,E1046,01/12/2024,2492.26,USD,normal
S001307,E1046,2025-01-01,2837.62,USD,normal
S001308,E1046,01/02/2025,2664.57,USD,normal
S001309,E1046,01/03/2025,$2677.28,USD,normal
S001310,E1046,01/04/2025,2778.17,USD,normal
S001311,E1046,2025-05-01,2665.82,USD,normal
S001312,E1046,Jun 2025,2633.91,USD,normal
S001313,E1046,2025-07-01,2730.83,USD,normal
S001314,E1046,01/08/2025,2783.82,USD,normal
S001315,E1046,2025-09-01,2838.73,USD,normal
S001316,E1046,2025/10/01,2695.32,USD,normal
S001317,E1046,01/11/2025,2754.33,USD,normal
S001318,E1046,2025-12-01,2694.91,USD,normal
S001319,E1047,01/01/2023,3888.37,USD,normal
S001320,E1047,2023-02-01,3930.81,USD,normal
S001321,E1047,2023-03-01,3963.84,USD,normal
S001322,E1047,01/04/2023,A confirmar,USD,normal
S001323,E1047,01/05/2023,3818.79,USD,normal
S001324,E1047,2023-06-01,4107.85,USD,normal
S001325,E1047,2023/07/01,3986.01,USD,normal
S001326,E1047,Aug 2023,4145.46,USD,normal
S001327,E1047,Sep 2023,3894.15,USD,normal
S001328,E1047,01/10/2023,4095.28,USD,normal
S001329,E1047,Nov 2023,2412.86,USD,bonus
S001330,E1047,2023/12/01,3871.14,USD,normal
S001331,E1047,01/01/2024,4235.81,USD,normal
S001332,E1047,01/02/2024,4324.48,USD,normal
S001333,E1047,2024/03/01,4312.46,USD,normal
S001334,E1047,01/04/2024,4065.34,USD,normal
S001335,E1047,2024-06-01,4082.44,USD,normal
S001336,E1047,2024/09/01,4058.5,USD,normal
S001337,E1047,Nov 2024,4129.28,USD,normal
S001338,E1047,Mar 2025,4174.63,USD,normal
S001339,E1047,2025/06/01,4201.6,USD,normal
S001340,E1049,2025-01-01,1759.59,USD,normal
S001341,E1049,2025-02-01,1890.68,USD,normal
S001342,E1049,2025/03/01,1876.45,USD,normal
S001343,E1049,2025-04-01,1840.06,USD,normal
S001344,E1049,2025/05/01,1879.22,USD,normal
S001345,E1049,2025-06-01,1877.95,USD,normal
S001346,E1049,01/07/2025,1904.17,USD,normal
S001347,E1049,2025-08-01,1807.21,USD,normal
S001348,E1049,01/09/2025,1763.18,USD,normal
S001349,E1049,2025/10/01,1795.62,USD,normal
S001350,E1049,01/11/2025,1846.75,USD,normal
S001351,E1049,2025/12/01,1736.38,USD,bonus
S001352,E1050,Sep 2024,$4155.95,USD,normal
S001353,E1050,Oct 2024,A confirmar,USD,normal
S001354,E1050,01/11/2024,4046.29,USD,normal
S001355,E1050,Dec 2024,4284.92,USD,normal
S001356,E1050,Jan 2025,4414.92,USD,normal
S001357,E1050,Feb 2025,$4405.64,USD,normal
S001358,E1050,2025-03-01,4655.24,USD,normal
S001359,E1050,2025-04-01,4671.07,USD,normal
S001360,E1050,May 2025,4635.19,USD,normal
S001361,E1050,01/06/2025,4642.71,USD,normal
S001362,E1050,2025/07/01,4560.69,USD,normal
S001363,E1050,Aug 2025,4389.36,USD,normal
S001364,E1050,Sep 2025,4641.15,USD,normal
S001365,E1050,Oct 2025,4550.81,USD,normal
S001366,E1050,01/11/2025,4401.38,USD,normal
S001367,E1050,01/12/2025,4785.21,USD,normal
S001368,E1051,01/01/2023,5047.31,USD,normal
S001369,E1051,01/02/2023,4813.89,USD,normal
S001370,E1051,2023/07/01,5128.06,USD,normal
S001371,E1051,2023/08/01,4810.13,USD,ajuste
S001372,E1051,Sep 2023,4754.85,USD,normal
S001373,E1052,Jan 2023,3655.0,USD,normal
S001374,E1052,Feb 2023,3558.68,USD,normal
S001375,E1052,2023-03-01,3381.73,USD,normal
S001376,E1052,01/04/2023,3557.86,USD,normal
S001377,E1052,May 2023,3683.17,USD,normal
S001378,E1052,01/06/2023,3539.16,USD,normal
S001379,E1052,Jul 2023,3440.03,USD,normal
S001380,E1052,2023-08-01,3672.24,USD,normal
S001381,E1052,Sep 2023,2058.08,USD,bonus
S001382,E1052,01/10/2023,3550.67,USD,normal
S001383,E1052,2023-11-01,3657.92,USD,normal
S001384,E1052,2023/12/01,3625.87,USD,normal
S001385,E1052,2024-01-01,3941.39,USD,normal
S001386,E1052,Feb 2024,3986.55,USD,normal
S001387,E1052,01/03/2024,3925.78,USD,normal
S001388,E1052,Apr 2024,3959.94,USD,normal
S001389,E1052,01/05/2024,3961.03,USD,normal
S001390,E1052,Jun 2024,3963.47,USD,normal
S001391,E1052,01/07/2024,3813.26,USD,normal
S001392,E1052,2024-08-01,3732.51,USD,normal
S001393,E1052,2024-09-01,3849.97,USD,bonus
S001394,E1052,01/10/2024,3175.55,USD,bonus
S001395,E1052,2024/11/01,3937.31,USD,normal
S001396,E1052,2024/12/01,3854.11,USD,normal
S001397,E1052,2025/01/01,4299.4,USD,normal
S001398,E1052,01/02/2025,4353.23,USD,normal
S001399,E1052,2025/03/01,4279.29,USD,normal
S001400,E1052,01/04/2025,4260.08,USD,ajuste
S001401,E1052,2025-05-01,4383.28,USD,normal
S001402,E1052,01/06/2025,4630.36,USD,normal
S001403,E1052,2025-07-01,$4494.0,USD,normal
S001404,E1052,Aug 2025,4456.27,USD,normal
S001405,E1052,2025/09/01,4552.7,USD,normal
S001406,E1052,Oct 2025,4323.79,USD,normal
S001407,E1052,Nov 2025,4261.22,USD,normal
S001408,E1052,01/12/2025,4216.13,USD,normal
S001409,E1053,2023/01/01,3690.73,USD,normal
S001410,E1053,2023-02-01,3791.65,USD,normal
S001411,E1053,Mar 2023,3633.97,USD,normal
S001412,E1053,01/04/2023,3944.87,USD,normal
S001413,E1053,01/05/2023,3862.84,USD,normal
S001414,E1053,2023-06-01,3713.93,USD,normal
S001415,E1053,2023-07-01,3705.73,USD,normal
S001416,E1053,01/08/2023,3900.17,USD,ajuste
S001417,E1053,2023/09/01,3903.11,USD,normal
S001418,E1053,01/10/2023,3880.78,USD,normal
S001419,E1053,Nov 2023,3751.12,USD,normal
S001420,E1053,Dec 2023,3833.36,USD,ajuste
S001421,E1053,2024/01/01,4150.28,USD,normal
S001422,E1053,2024/02/01,4163.34,USD,normal
S001423,E1053,2024-03-01,$4013.99,USD,normal
S001424,E1053,2024/04/01,3930.49,USD,ajuste
S001425,E1053,01/05/2024,4067.68,USD,normal
S001426,E1053,2024/06/01,4324.76,USD,normal
S001427,E1053,01/07/2024,3980.32,USD,normal
S001428,E1053,2024-08-01,3513.31,USD,bonus
S001429,E1053,01/09/2024,3984.07,USD,normal
S001430,E1053,01/10/2024,4259.46,USD,normal
S001431,E1053,Nov 2024,4141.24,USD,normal
S001432,E1053,2024-12-01,4189.72,USD,normal
S001433,E1053,01/01/2025,A confirmar,USD,normal
S001434,E1053,2025/02/01,4427.91,USD,normal
S001435,E1053,01/03/2025,4350.47,USD,normal
S001436,E1053,01/04/2025,4359.01,USD,ajuste
S001437,E1053,2025-05-01,4302.81,USD,normal
S001438,E1053,2025/06/01,4411.38,USD,normal
S001439,E1053,2025-07-01,4216.88,USD,normal
S001440,E1053,01/08/2025,4278.1,USD,normal
S001441,E1053,Sep 2025,4391.9,USD,normal
S001442,E1053,2025-10-01,4236.71,USD,normal
S001443,E1053,2025-11-01,4475.9,USD,normal
S001444,E1053,Dec 2025,4558.68,USD,normal
S001445,E1054,01/01/2023,4872.15,USD,normal
S001446,E1054,2023-02-01,5062.78,USD,normal
S001447,E1054,2023/03/01,5089.78,USD,normal
S001448,E1054,2023/04/01,4771.16,USD,normal
S001449,E1054,01/05/2023,3004.73,USD,bonus
S001450,E1054,Jun 2023,4272.89,USD,bonus
S001451,E1054,2023/07/01,5004.45,USD,normal
S001452,E1054,2023-08-01,4814.45,USD,normal
S001453,E1054,2023-09-01,4744.4,USD,ajuste
S001454,E1054,2023-10-01,5175.24,USD,normal
S001455,E1054,2023-11-01,4842.38,USD,normal
S001456,E1054,2023/12/01,4784.83,USD,normal
S001457,E1054,01/01/2024,5708.48,USD,normal
S001458,E1054,Feb 2024,5547.17,USD,normal
S001459,E1054,Mar 2024,5415.3,USD,normal
S001460,E1054,2024/04/01,5389.71,USD,normal
S001461,E1054,2024-05-01,5726.63,USD,normal
S001462,E1054,2024-06-01,5347.23,USD,normal
S001463,E1054,2024/07/01,5383.8,USD,normal
S001464,E1054,2024/08/01,5606.23,USD,normal
S001465,E1054,2024/09/01,5882.4,USD,normal
S001466,E1054,2024/10/01,5521.2,USD,normal
S001467,E1054,01/11/2024,5598.41,USD,normal
S001468,E1054,2024/12/01,5662.32,USD,normal
S001469,E1054,01/01/2025,6270.49,USD,normal
S001470,E1054,01/02/2025,6306.92,USD,normal
S001471,E1054,2025/03/01,6325.31,USD,normal
S001472,E1054,2025-04-01,6300.2,USD,normal
S001473,E1054,01/05/2025,6618.93,USD,normal
S001474,E1054,01/06/2025,6478.41,USD,normal
S001475,E1054,2025-07-01,6500.89,USD,normal
S001476,E1054,01/08/2025,6599.27,USD,normal
S001477,E1054,Sep 2025,A confirmar,USD,bonus
S001478,E1054,2025/10/01,6735.54,USD,normal
S001479,E1054,2025-11-01,6395.06,USD,ajuste
S001480,E1054,2025-12-01,6542.19,USD,normal
S001481,E1055,2023/01/01,2857.81,USD,normal
S001482,E1055,2023-02-01,2831.45,USD,normal
S001483,E1055,2023-03-01,2727.79,USD,normal
S001484,E1055,Apr 2023,2756.56,USD,normal
S001485,E1055,01/05/2023,2735.82,USD,ajuste
S001486,E1055,2023/06/01,2687.65,USD,normal
S001487,E1055,Jul 2023,2764.1,USD,normal
S001488,E1055,2023-08-01,2670.01,USD,normal
S001489,E1055,2023/09/01,2813.82,USD,normal
S001490,E1055,2023/10/01,2793.93,USD,normal
S001491,E1055,01/11/2023,2879.31,USD,normal
S001492,E1055,2023/12/01,2696.81,USD,normal
S001493,E1055,2024/01/01,A confirmar,USD,normal
S001494,E1055,Feb 2024,2965.42,USD,normal
S001495,E1055,2024/03/01,$3172.41,USD,normal
S001496,E1055,2024-04-01,2907.09,USD,normal
S001497,E1055,May 2024,3147.2,USD,normal
S001498,E1055,2024/06/01,2970.87,USD,ajuste
S001499,E1055,2024/07/01,3141.5,USD,normal
S001500,E1055,Aug 2024,2950.1,USD,ajuste
S001501,E1055,2024-09-01,3141.45,USD,normal
S001502,E1055,Oct 2024,3088.43,USD,normal
S001503,E1055,2024-11-01,2925.56,USD,normal
S001504,E1055,2024-12-01,2905.61,USD,normal
S001505,E1055,Jan 2025,3549.08,USD,normal
S001506,E1055,01/02/2025,3394.77,USD,normal
S001507,E1055,2025-03-01,3418.11,USD,normal
S001508,E1055,2025-04-01,3550.45,USD,normal
S001509,E1055,May 2025,3376.56,USD,normal
S001510,E1055,01/06/2025,3453.45,USD,normal
S001511,E1055,2025-07-01,3352.66,USD,normal
S001512,E1055,2025/08/01,3548.76,USD,normal
S001513,E1055,2025-09-01,3389.46,USD,normal
S001514,E1055,2025-10-01,3675.31,USD,normal
S001515,E1055,2025-11-01,3394.42,USD,normal
S001516,E1055,Dec 2025,3402.64,USD,normal
S001517,E1056,01/08/2023,3738.32,USD,normal
S001518,E1056,Sep 2023,2835.42,USD,bonus
S001519,E1056,01/10/2023,3818.22,USD,normal
S001520,E1056,2023/11/01,3734.54,USD,normal
S001521,E1056,01/12/2023,3532.87,USD,normal
S001522,E1056,Jan 2024,4091.36,USD,normal
S001523,E1056,Feb 2024,4019.52,USD,normal
S001524,E1056,Mar 2024,4148.21,USD,normal
S001525,E1056,Apr 2024,4050.65,USD,normal
S001526,E1056,01/05/2024,3964.52,USD,normal
S001527,E1056,Jun 2024,3941.59,USD,normal
S001528,E1056,2024/07/01,3924.39,USD,normal
S001529,E1056,Aug 2024,3819.52,USD,normal
S001530,E1056,2024-09-01,3904.09,USD,normal
S001531,E1056,Oct 2024,3966.84,USD,normal
S001532,E1056,Nov 2024,3811.76,USD,normal
S001533,E1056,2024/12/01,3923.59,USD,normal
S001534,E1056,2025-01-01,4539.23,USD,normal
S001535,E1056,2025-02-01,4461.32,USD,normal
S001536,E1056,2025/03/01,4653.7,USD,normal
S001537,E1056,Apr 2025,4460.2,USD,normal
S001538,E1056,2025/05/01,4723.13,USD,normal
S001539,E1056,2025-06-01,4448.29,USD,normal
S001540,E1056,Jul 2025,4327.21,USD,normal
S001541,E1056,Aug 2025,4319.5,USD,normal
S001542,E1056,2025-09-01,4589.9,USD,normal
S001543,E1056,2025-10-01,4706.54,USD,normal
S001544,E1056,01/11/2025,4450.84,USD,normal
S001545,E1056,01/12/2025,4423.71,USD,normal
S001546,E1057,2023-08-01,6860.8,USD,normal
S001547,E1057,Sep 2023,6890.68,USD,normal
S001548,E1057,Oct 2023,6734.6,USD,normal
S001549,E1057,01/11/2023,6719.81,USD,normal
S001550,E1057,01/12/2023,6699.19,USD,normal
S001551,E1057,Jan 2024,7711.99,USD,normal
S001552,E1057,2024-02-01,7218.5,USD,normal
S001553,E1057,01/03/2024,7832.43,USD,normal
S001554,E1057,Apr 2024,7226.12,USD,normal
S001555,E1057,2024-05-01,7448.01,USD,normal
S001556,E1057,2024-06-01,7243.2,USD,normal
S001557,E1057,2024-07-01,7191.82,USD,normal
S001558,E1057,Aug 2024,7425.5,USD,normal
S001559,E1057,2024/09/01,7588.34,USD,normal
S001560,E1057,2024/10/01,7309.66,USD,normal
S001561,E1057,2024-11-01,7289.49,USD,normal
S001562,E1057,2024-12-01,7302.38,USD,normal
S001563,E1057,2025/01/01,8294.19,USD,normal
S001564,E1057,01/02/2025,8180.05,USD,normal
S001565,E1057,Mar 2025,8546.49,USD,normal
S001566,E1057,2025/04/01,8541.99,USD,normal
S001567,E1057,2025-05-01,8097.96,USD,normal
S001568,E1057,2025/06/01,8761.2,USD,normal
S001569,E1057,01/07/2025,8693.38,USD,ajuste
S001570,E1057,2025-08-01,8767.31,USD,normal
S001571,E1057,Sep 2025,8641.18,USD,normal
S001572,E1057,2025-10-01,8078.16,USD,normal
S001573,E1057,Nov 2025,8366.29,USD,normal
S001574,E1057,2025-12-01,8260.46,USD,normal
S001575,E1058,2023/01/01,2541.6,USD,normal
S001576,E1058,2023/02/01,2380.76,USD,normal
S001577,E1058,01/03/2023,2500.07,USD,normal
S001578,E1058,2023-04-01,2427.17,USD,normal
S001579,E1058,2023/05/01,2617.0,USD,normal
S001580,E1058,Jun 2023,2603.22,USD,normal
S001581,E1058,Jul 2023,2624.12,USD,normal
S001582,E1058,2023-08-01,2584.17,USD,normal
S001583,E1058,Sep 2023,$2573.71,USD,ajuste
S001584,E1058,01/10/2023,2412.37,USD,normal
S001585,E1058,2023/11/01,2416.24,USD,normal
S001586,E1058,Dec 2023,2385.82,USD,normal
S001587,E1058,2024-01-01,2588.1,USD,normal
S001588,E1058,01/02/2024,2701.85,USD,normal
S001589,E1058,2024/03/01,2688.13,USD,normal
S001590,E1058,Apr 2024,2619.87,USD,normal
S001591,E1058,2024-05-01,2600.41,USD,normal
S001592,E1058,2024/06/01,2541.09,USD,normal
S001593,E1058,01/07/2024,2675.07,USD,normal
S001594,E1058,Aug 2024,2575.69,USD,normal
S001595,E1058,2024/09/01,2594.33,USD,normal
S001596,E1058,Oct 2024,2627.91,USD,normal
S001597,E1058,2024-11-01,2603.34,USD,normal
S001598,E1058,01/12/2024,2518.8,USD,normal
S001599,E1058,Jan 2025,2784.99,USD,normal
S001600,E1058,2025/02/01,2942.01,USD,normal
S001601,E1058,2025-03-01,2763.89,USD,normal
S001602,E1058,Apr 2025,2920.1,USD,normal
S001603,E1058,2025-05-01,2783.3,USD,normal
S001604,E1058,01/06/2025,3027.98,USD,normal
S001605,E1058,Jul 2025,2835.21,USD,normal
S001606,E1058,01/08/2025,$2928.58,USD,normal
S001607,E1058,2025-09-01,2783.18,USD,normal
S001608,E1058,2025/10/01,2894.49,USD,normal
S001609,E1058,01/11/2025,3032.44,USD,normal
S001610,E1058,2025-12-01,2945.26,USD,normal
S001611,E1059,01/01/2023,3930.55,USD,normal
S001612,E1059,Feb 2023,3862.06,USD,normal
S001613,E1059,2023/03/01,3934.51,USD,normal
S001614,E1059,01/04/2023,3990.93,USD,normal
S001615,E1059,May 2023,3680.4,USD,normal
S001616,E1059,Jun 2023,3848.13,USD,normal
S001617,E1059,01/07/2023,3783.29,USD,normal
S001618,E1059,2023/08/01,3811.12,USD,normal
S001619,E1059,Sep 2023,3929.96,USD,normal
S001620,E1059,Oct 2023,3979.88,USD,normal
S001621,E1059,2023/11/01,3863.33,USD,normal
S001622,E1059,Dec 2023,3872.32,USD,normal
S001623,E1059,2024-01-01,2946.38,USD,bonus
S001624,E1059,2024/02/01,4267.17,USD,normal
S001625,E1059,01/03/2024,4399.85,USD,normal
S001626,E1059,2024/04/01,4149.14,USD,normal
S001627,E1059,2024-05-01,4003.61,USD,normal
S001628,E1059,01/06/2024,4000.27,USD,normal
S001629,E1059,01/07/2024,4403.01,USD,normal
S001630,E1059,01/08/2024,4082.57,USD,normal
S001631,E1059,2024-09-01,4024.01,USD,normal
S001632,E1059,2024-10-01,4327.93,USD,normal
S001633,E1059,01/11/2024,4018.12,USD,normal
S001634,E1059,01/12/2024,4209.61,USD,normal
S001635,E1059,01/01/2025,4609.47,USD,normal
S001636,E1059,2025-02-01,4725.86,USD,normal
S001637,E1059,2025-03-01,4554.91,USD,normal
S001638,E1059,Apr 2025,4756.22,USD,normal
S001639,E1059,May 2025,4399.63,USD,normal
S001640,E1059,Jun 2025,4752.2,USD,normal
S001641,E1059,2025/07/01,4378.23,USD,normal
S001642,E1059,2025/08/01,4342.42,USD,normal
S001643,E1059,Sep 2025,4391.17,USD,normal
S001644,E1059,2025-10-01,4435.05,USD,normal
S001645,E1059,2025-11-01,4708.1,USD,normal
S001646,E1059,2025-12-01,4664.5,USD,normal
S001647,E1060,2023/01/01,4090.3,USD,normal
S001648,E1060,01/02/2023,4175.21,USD,normal
S001649,E1060,2023/03/01,4391.54,USD,normal
S001650,E1060,2023/04/01,4068.19,USD,normal
S001651,E1060,2023/05/01,4104.66,USD,normal
S001652,E1060,Jun 2023,4195.81,USD,normal
S001653,E1060,01/07/2023,4296.67,USD,normal
S001654,E1060,2023-08-01,4274.35,USD,normal
S001655,E1060,2023-09-01,4392.07,USD,normal
S001656,E1060,01/10/2023,4179.77,USD,normal
S001657,E1060,2023-11-01,4326.04,USD,normal
S001658,E1060,Dec 2023,4346.35,USD,normal
S001659,E1060,Jan 2024,4539.58,USD,normal
S001660,E1060,2024-02-01,4517.46,USD,normal
S001661,E1060,Mar 2024,4656.87,USD,normal
S001662,E1060,Apr 2024,4610.46,USD,normal
S001663,E1060,01/05/2024,4746.36,USD,normal
S001664,E1060,2024-06-01,4722.35,USD,normal
S001665,E1060,Jul 2024,4641.4,USD,normal
S001666,E1060,2024/08/01,A confirmar,USD,normal
S001667,E1060,01/09/2024,4575.05,USD,normal
S001668,E1060,Oct 2024,4394.81,USD,normal
S001669,E1060,Nov 2024,4036.0,USD,bonus
S001670,E1060,2024-12-01,4642.65,USD,normal
S001671,E1060,2025-01-01,5142.79,USD,normal
S001672,E1060,2025/02/01,3236.28,USD,bonus
S001673,E1060,2025/03/01,4906.94,USD,normal
S001674,E1060,Apr 2025,5232.53,USD,normal
S001675,E1060,May 2025,4901.83,USD,normal
S001676,E1060,Jun 2025,4958.01,USD,normal
